RUN_TYPE: PQC 
OPERATOR: A. Kyriakis
RUN_BEGIN_TIMESTAMP: 2021-09-28 13:19:46
NAME_LABEL: 37400_015_2-S_HM_WW
KIND_OF_PART: 2S Halfmoon W
KIND_OF_HM_FLUTE_ID: PQC1
KIND_OF_HM_STRUCT_ID: CAP_W
KIND_OF_HM_SET_ID: Left
KIND_OF_HM_CONFIG_ID: Not Used
PROCEDURE_TYPE: NONE
WAITING_TIME_S: 0.100
AC_FREQ_HZ: 10000
AC_AMPL_V: 0.250
TEMP_SET_DEGC: 22.6
AV_TEMP_DEGC: 22.6

            TIME	     VOLTS	CAPCTNC_PFRD	RESSTNC_MOHM	 TEMP_DEGC	AIR_TEMP_DEGC	    RH_CNT
2021-09-28 01:20:40	0.000E+0	2.360E+0	27.027E+0	22.600E+0	22.600E+0	27.300E+0
2021-09-28 01:20:41	100.000E-3	2.240E+0	-142.857E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:42	200.000E-3	2.460E+0	333.333E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:43	300.000E-3	2.150E+0	45.455E+0	22.600E+0	22.600E+0	27.300E+0
2021-09-28 01:20:44	400.000E-3	2.160E+0	100.000E+0	22.600E+0	22.600E+0	27.300E+0
2021-09-28 01:20:45	500.000E-3	2.130E+0	333.333E+0	22.600E+0	22.600E+0	27.300E+0
2021-09-28 01:20:46	600.000E-3	2.680E+0	166.667E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:47	700.000E-3	2.340E+0	333.333E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:48	800.000E-3	2.330E+0	-250.000E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:49	900.000E-3	2.850E+0	26.316E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:50	1.000E+0	2.850E+0	-250.000E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:51	1.100E+0	2.560E+0	34.483E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:52	1.200E+0	2.480E+0	-50.000E+0	22.700E+0	22.700E+0	27.200E+0
2021-09-28 01:20:54	1.300E+0	2.580E+0	90.909E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:55	1.400E+0	2.230E+0	83.333E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:56	1.500E+0	2.800E+0	-1.000E+3	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:57	1.600E+0	2.330E+0	111.111E+0	22.600E+0	22.600E+0	27.200E+0
2021-09-28 01:20:58	1.700E+0	2.010E+0	38.462E+0	22.600E+0	22.600E+0	27.200E+0
